Split,Disease,Filename,Extension,Width,Height,Channels,Color Mode,File Size (KB),File Size (MB),Full Path
train,Mild_Demented,mild_636.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_636.jpg
train,Mild_Demented,mild_639.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_639.jpg
train,Mild_Demented,mild_64.jpg,.jpg,128,128,1,L,4.12,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_64.jpg
train,Mild_Demented,mild_640.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_640.jpg
train,Mild_Demented,mild_644.jpg,.jpg,128,128,1,L,4.24,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_644.jpg
train,Mild_Demented,mild_645.jpg,.jpg,128,128,1,L,4.44,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_645.jpg
train,Mild_Demented,mild_646.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_646.jpg
train,Mild_Demented,mild_647.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_647.jpg
train,Mild_Demented,mild_648.jpg,.jpg,128,128,1,L,4.5,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_648.jpg
train,Mild_Demented,mild_65.jpg,.jpg,128,128,1,L,4.04,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_65.jpg
train,Mild_Demented,mild_650.jpg,.jpg,128,128,1,L,4.48,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_650.jpg
train,Mild_Demented,mild_652.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_652.jpg
train,Mild_Demented,mild_653.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_653.jpg
train,Mild_Demented,mild_655.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_655.jpg
train,Mild_Demented,mild_657.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_657.jpg
train,Mild_Demented,mild_658.jpg,.jpg,128,128,1,L,4.61,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_658.jpg
train,Mild_Demented,mild_66.jpg,.jpg,128,128,1,L,4.03,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_66.jpg
train,Mild_Demented,mild_661.jpg,.jpg,128,128,1,L,4.48,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_661.jpg
train,Mild_Demented,mild_662.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_662.jpg
train,Mild_Demented,mild_663.jpg,.jpg,128,128,1,L,4.32,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_663.jpg
train,Mild_Demented,mild_664.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_664.jpg
train,Mild_Demented,mild_665.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_665.jpg
train,Mild_Demented,mild_666.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_666.jpg
train,Mild_Demented,mild_667.jpg,.jpg,128,128,1,L,4.43,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_667.jpg
train,Mild_Demented,mild_668.jpg,.jpg,128,128,1,L,4.52,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_668.jpg
train,Mild_Demented,mild_669.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_669.jpg
train,Mild_Demented,mild_670.jpg,.jpg,128,128,1,L,4.59,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_670.jpg
train,Mild_Demented,mild_671.jpg,.jpg,128,128,1,L,4.58,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_671.jpg
train,Mild_Demented,mild_673.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_673.jpg
train,Mild_Demented,mild_674.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_674.jpg
train,Mild_Demented,mild_675.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_675.jpg
train,Mild_Demented,mild_677.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_677.jpg
train,Mild_Demented,mild_68.jpg,.jpg,128,128,1,L,4.08,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_68.jpg
train,Mild_Demented,mild_680.jpg,.jpg,128,128,1,L,4.55,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_680.jpg
train,Mild_Demented,mild_682.jpg,.jpg,128,128,1,L,4.59,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_682.jpg
train,Mild_Demented,mild_683.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_683.jpg
train,Mild_Demented,mild_684.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_684.jpg
train,Mild_Demented,mild_686.jpg,.jpg,128,128,1,L,4.57,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_686.jpg
train,Mild_Demented,mild_687.jpg,.jpg,128,128,1,L,4.64,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_687.jpg
train,Mild_Demented,mild_691.jpg,.jpg,128,128,1,L,4.19,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_691.jpg
train,Mild_Demented,mild_694.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_694.jpg
train,Mild_Demented,mild_695.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_695.jpg
train,Mild_Demented,mild_696.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_696.jpg
train,Mild_Demented,mild_698.jpg,.jpg,128,128,1,L,4.63,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_698.jpg
train,Mild_Demented,mild_7.jpg,.jpg,128,128,1,L,4.15,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_7.jpg
train,Mild_Demented,mild_70.jpg,.jpg,128,128,1,L,4.02,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_70.jpg
train,Mild_Demented,mild_700.jpg,.jpg,128,128,1,L,4.5,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_700.jpg
train,Mild_Demented,mild_701.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_701.jpg
train,Mild_Demented,mild_702.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_702.jpg
train,Mild_Demented,mild_704.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_704.jpg
train,Mild_Demented,mild_705.jpg,.jpg,128,128,1,L,4.5,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_705.jpg
train,Mild_Demented,mild_71.jpg,.jpg,128,128,1,L,3.92,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_71.jpg
train,Mild_Demented,mild_710.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_710.jpg
train,Mild_Demented,mild_711.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_711.jpg
train,Mild_Demented,mild_712.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_712.jpg
train,Mild_Demented,mild_713.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_713.jpg
train,Mild_Demented,mild_714.jpg,.jpg,128,128,1,L,4.54,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_714.jpg
train,Mild_Demented,mild_715.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_715.jpg
train,Mild_Demented,mild_716.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_716.jpg
train,Mild_Demented,mild_718.jpg,.jpg,128,128,1,L,4.24,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_718.jpg
train,Mild_Demented,mild_72.jpg,.jpg,128,128,1,L,4.03,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_72.jpg
train,Mild_Demented,mild_720.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_720.jpg
train,Mild_Demented,mild_721.jpg,.jpg,128,128,1,L,4.32,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_721.jpg
train,Mild_Demented,mild_723.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_723.jpg
train,Mild_Demented,mild_724.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_724.jpg
train,Mild_Demented,mild_725.jpg,.jpg,128,128,1,L,4.3,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_725.jpg
train,Mild_Demented,mild_727.jpg,.jpg,128,128,1,L,4.52,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_727.jpg
train,Mild_Demented,mild_73.jpg,.jpg,128,128,1,L,4.06,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_73.jpg
train,Mild_Demented,mild_731.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_731.jpg
train,Mild_Demented,mild_732.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_732.jpg
train,Mild_Demented,mild_734.jpg,.jpg,128,128,1,L,4.37,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_734.jpg
train,Mild_Demented,mild_736.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_736.jpg
train,Mild_Demented,mild_737.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_737.jpg
train,Mild_Demented,mild_738.jpg,.jpg,128,128,1,L,4.52,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_738.jpg
train,Mild_Demented,mild_739.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_739.jpg
train,Mild_Demented,mild_74.jpg,.jpg,128,128,1,L,3.95,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_74.jpg
train,Mild_Demented,mild_740.jpg,.jpg,128,128,1,L,4.27,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_740.jpg
train,Mild_Demented,mild_741.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_741.jpg
train,Mild_Demented,mild_744.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_744.jpg
train,Mild_Demented,mild_745.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_745.jpg
train,Mild_Demented,mild_747.jpg,.jpg,128,128,1,L,4.16,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_747.jpg
train,Mild_Demented,mild_748.jpg,.jpg,128,128,1,L,4.2,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_748.jpg
train,Mild_Demented,mild_75.jpg,.jpg,128,128,1,L,3.97,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_75.jpg
train,Mild_Demented,mild_750.jpg,.jpg,128,128,1,L,4.3,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_750.jpg
train,Mild_Demented,mild_752.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_752.jpg
train,Mild_Demented,mild_753.jpg,.jpg,128,128,1,L,4.24,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_753.jpg
train,Mild_Demented,mild_754.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_754.jpg
train,Mild_Demented,mild_755.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_755.jpg
train,Mild_Demented,mild_756.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_756.jpg
train,Mild_Demented,mild_757.jpg,.jpg,128,128,1,L,4.35,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_757.jpg
train,Mild_Demented,mild_758.jpg,.jpg,128,128,1,L,4.35,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_758.jpg
train,Mild_Demented,mild_759.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_759.jpg
train,Mild_Demented,mild_760.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_760.jpg
train,Mild_Demented,mild_762.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_762.jpg
train,Mild_Demented,mild_763.jpg,.jpg,128,128,1,L,4.32,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_763.jpg
train,Mild_Demented,mild_764.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_764.jpg
train,Mild_Demented,mild_765.jpg,.jpg,128,128,1,L,4.25,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_765.jpg
train,Mild_Demented,mild_768.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_768.jpg
train,Mild_Demented,mild_77.jpg,.jpg,128,128,1,L,4.15,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_77.jpg
train,Mild_Demented,mild_770.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_770.jpg
train,Mild_Demented,mild_773.jpg,.jpg,128,128,1,L,4.58,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_773.jpg
train,Mild_Demented,mild_774.jpg,.jpg,128,128,1,L,3.69,0.0036,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_774.jpg
train,Mild_Demented,mild_775.jpg,.jpg,128,128,1,L,4.12,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_775.jpg
train,Mild_Demented,mild_776.jpg,.jpg,128,128,1,L,4.19,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_776.jpg
train,Mild_Demented,mild_777.jpg,.jpg,128,128,1,L,4.24,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_777.jpg
train,Mild_Demented,mild_778.jpg,.jpg,128,128,1,L,4.26,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_778.jpg
train,Mild_Demented,mild_780.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_780.jpg
train,Mild_Demented,mild_781.jpg,.jpg,128,128,1,L,4.19,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_781.jpg
train,Mild_Demented,mild_784.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_784.jpg
train,Mild_Demented,mild_785.jpg,.jpg,128,128,1,L,4.3,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_785.jpg
train,Mild_Demented,mild_787.jpg,.jpg,128,128,1,L,4.35,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_787.jpg
train,Mild_Demented,mild_788.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_788.jpg
train,Mild_Demented,mild_79.jpg,.jpg,128,128,1,L,3.97,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_79.jpg
train,Mild_Demented,mild_790.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_790.jpg
train,Mild_Demented,mild_791.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_791.jpg
train,Mild_Demented,mild_792.jpg,.jpg,128,128,1,L,4.37,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_792.jpg
train,Mild_Demented,mild_793.jpg,.jpg,128,128,1,L,4.21,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_793.jpg
train,Mild_Demented,mild_794.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_794.jpg
train,Mild_Demented,mild_795.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_795.jpg
train,Mild_Demented,mild_796.jpg,.jpg,128,128,1,L,4.25,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_796.jpg
train,Mild_Demented,mild_797.jpg,.jpg,128,128,1,L,4.35,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_797.jpg
train,Mild_Demented,mild_80.jpg,.jpg,128,128,1,L,4.06,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_80.jpg
train,Mild_Demented,mild_800.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_800.jpg
train,Mild_Demented,mild_801.jpg,.jpg,128,128,1,L,4.52,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_801.jpg
train,Mild_Demented,mild_804.jpg,.jpg,128,128,1,L,4.14,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_804.jpg
train,Mild_Demented,mild_805.jpg,.jpg,128,128,1,L,4.22,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_805.jpg
train,Mild_Demented,mild_806.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_806.jpg
train,Mild_Demented,mild_808.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_808.jpg
train,Mild_Demented,mild_81.jpg,.jpg,128,128,1,L,3.8,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_81.jpg
train,Mild_Demented,mild_810.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_810.jpg
train,Mild_Demented,mild_812.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_812.jpg
train,Mild_Demented,mild_813.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_813.jpg
train,Mild_Demented,mild_814.jpg,.jpg,128,128,1,L,4.3,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_814.jpg
train,Mild_Demented,mild_816.jpg,.jpg,128,128,1,L,4.18,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_816.jpg
train,Mild_Demented,mild_817.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_817.jpg
train,Mild_Demented,mild_818.jpg,.jpg,128,128,1,L,4.27,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_818.jpg
train,Mild_Demented,mild_82.jpg,.jpg,128,128,1,L,3.93,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_82.jpg
train,Mild_Demented,mild_820.jpg,.jpg,128,128,1,L,4.37,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_820.jpg
train,Mild_Demented,mild_821.jpg,.jpg,128,128,1,L,4.17,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_821.jpg
train,Mild_Demented,mild_822.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_822.jpg
train,Mild_Demented,mild_824.jpg,.jpg,128,128,1,L,4.19,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_824.jpg
train,Mild_Demented,mild_825.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_825.jpg
train,Mild_Demented,mild_826.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_826.jpg
train,Mild_Demented,mild_827.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_827.jpg
train,Mild_Demented,mild_828.jpg,.jpg,128,128,1,L,4.31,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_828.jpg
train,Mild_Demented,mild_829.jpg,.jpg,128,128,1,L,4.48,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_829.jpg
train,Mild_Demented,mild_831.jpg,.jpg,128,128,1,L,4.13,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_831.jpg
train,Mild_Demented,mild_832.jpg,.jpg,128,128,1,L,4.07,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_832.jpg
train,Mild_Demented,mild_833.jpg,.jpg,128,128,1,L,4.2,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_833.jpg
train,Mild_Demented,mild_834.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_834.jpg
train,Mild_Demented,mild_835.jpg,.jpg,128,128,1,L,4.27,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_835.jpg
train,Mild_Demented,mild_836.jpg,.jpg,128,128,1,L,4.25,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_836.jpg
train,Mild_Demented,mild_837.jpg,.jpg,128,128,1,L,4.08,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_837.jpg
train,Mild_Demented,mild_838.jpg,.jpg,128,128,1,L,4.23,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_838.jpg
train,Mild_Demented,mild_839.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_839.jpg
train,Mild_Demented,mild_84.jpg,.jpg,128,128,1,L,3.76,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_84.jpg
train,Mild_Demented,mild_840.jpg,.jpg,128,128,1,L,4.2,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_840.jpg
train,Mild_Demented,mild_841.jpg,.jpg,128,128,1,L,4.23,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_841.jpg
train,Mild_Demented,mild_846.jpg,.jpg,128,128,1,L,4.21,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_846.jpg
train,Mild_Demented,mild_848.jpg,.jpg,128,128,1,L,4.27,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_848.jpg
train,Mild_Demented,mild_85.jpg,.jpg,128,128,1,L,3.96,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_85.jpg
train,Mild_Demented,mild_850.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_850.jpg
train,Mild_Demented,mild_852.jpg,.jpg,128,128,1,L,4.13,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_852.jpg
train,Mild_Demented,mild_853.jpg,.jpg,128,128,1,L,4.23,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_853.jpg
